road_name,state,district,city,pothole_count,average_pothole_depth,total_crack_length,pavement_age,road_length,traffic_density,rainfall,risk_level,provenance
Mumbai Survey Corridor R-0115,Maharashtra,Mumbai Suburban,Mumbai,1,0.1,2.3,2.2,31.4,Medium,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0185,Karnataka,Bengaluru Urban,Bengaluru,3,5.7,28.8,6.5,2.8,Medium,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0750,Karnataka,Mysuru,Mysuru,19,15.0,137.2,10.4,31.3,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-1080,Andhra Pradesh,Visakhapatnam,Visakhapatnam,41,16.7,88.7,15.0,25.3,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-1012,Tamil Nadu,Madurai,Madurai,32,6.2,64.5,11.1,11.7,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0986,Tamil Nadu,Chennai,Chennai,1,0.4,86.0,11.1,18.5,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0724,Tamil Nadu,Madurai,Madurai,32,11.6,76.8,12.3,11.7,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-1184,Maharashtra,Pune,Pune,3,0.4,85.4,10.3,22.2,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0429,Kerala,Ernakulam,Kochi,4,13.2,24.4,9.2,21.4,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0094,Telangana,Hyderabad,Hyderabad,29,10.0,29.9,9.3,27.4,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0578,Tamil Nadu,Chennai,Chennai,2,1.8,52.1,11.5,14.9,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0602,Tamil Nadu,Chennai,Chennai,3,0.1,75.7,7.0,26.3,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0793,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,4.0,0.3,28.9,Very High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0882,Karnataka,Mysuru,Mysuru,29,16.2,119.2,15.2,6.3,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0227,Delhi,South Delhi,Delhi NCR,6,3.1,34.6,6.9,27.2,Medium,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0565,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,8.5,0.8,25.7,Medium,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-1180,Tamil Nadu,Madurai,Madurai,14,7.1,61.1,13.9,24.5,Medium,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0625,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,0.2,2.8,25.0,Very High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-1009,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,0.7,1.4,11.0,Medium,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0914,Tamil Nadu,Chennai,Chennai,2,0.3,65.3,12.5,10.3,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0509,Karnataka,Bengaluru Urban,Bengaluru,5,3.9,29.1,3.5,22.6,Very High,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-1141,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,1.5,0.7,1.4,Medium,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0674,Tamil Nadu,Chennai,Chennai,1,1.0,98.7,9.7,4.0,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0732,Andhra Pradesh,Visakhapatnam,Visakhapatnam,21,12.7,70.0,11.4,29.1,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Whitefield Main Road (ITPL - Hope Farm Junction),Karnataka,Bengaluru Urban,Bengaluru,23,12.0,88.0,11.2,6.8,Very High,Heavy,Critical Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Mumbai Survey Corridor R-0067,Maharashtra,Mumbai Suburban,Mumbai,1,1.3,7.4,2.0,8.0,Low,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0262,Telangana,Hyderabad,Hyderabad,18,9.1,50.9,9.9,23.7,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0195,Tamil Nadu,Salem,Salem,2,14.1,17.5,5.9,26.1,Medium,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0976,Tamil Nadu,Madurai,Madurai,28,5.2,52.0,11.5,26.5,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0867,Tamil Nadu,Salem,Salem,5,13.0,7.4,6.2,26.1,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-1177,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,0.2,2.2,2.1,High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0130,Telangana,Hyderabad,Hyderabad,20,11.8,55.7,9.8,15.0,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0055,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,5.6,0.4,2.8,Very High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-1171,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,8.5,0.3,13.0,Very High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0932,Maharashtra,Pune,Pune,0,0.0,110.2,7.5,14.7,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0546,Karnataka,Mysuru,Mysuru,38,13.5,117.5,16.9,7.1,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0120,Andhra Pradesh,Visakhapatnam,Visakhapatnam,36,12.4,87.0,17.2,21.7,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0241,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,0.4,0.7,15.9,Medium,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0436,Tamil Nadu,Madurai,Madurai,34,7.9,54.9,9.0,21.4,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0288,Andhra Pradesh,Visakhapatnam,Visakhapatnam,40,13.8,74.3,12.5,8.8,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-1028,Maharashtra,Pune,Pune,2,2.1,99.0,13.0,30.6,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Tirupur Garment Industrial Highway (Avinashi Road Link - Kangeyam Road),Tamil Nadu,Tiruppur,Tirupur,22,12.4,86.0,11.5,9.4,Very High,Moderate,Critical Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Visakhapatnam Survey Corridor R-0684,Andhra Pradesh,Visakhapatnam,Visakhapatnam,20,10.9,113.1,13.3,14.7,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-1077,Kerala,Ernakulam,Kochi,5,13.1,21.3,3.9,13.8,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0983,Delhi,South Delhi,Delhi NCR,8,3.1,25.3,7.2,3.7,Very High,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0457,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,7.4,2.3,20.5,Low,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0312,Andhra Pradesh,Visakhapatnam,Visakhapatnam,23,9.0,61.4,14.8,13.4,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Ring Road Sector 4,Tamil Nadu,Chennai,Chennai,2,1.5,8.0,2.0,12.0,High,Moderate,Low Risk,IRC:82-2015 Specification Benchmark
Pune Survey Corridor R-0416,Maharashtra,Pune,Pune,1,1.4,118.6,8.0,14.8,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0097,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,4.8,2.3,32.0,High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-1040,Maharashtra,Pune,Pune,2,2.8,49.1,5.0,34.5,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0111,Tamil Nadu,Salem,Salem,2,11.7,11.2,5.5,18.1,Low,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Hosur Road Expressway Strip (Silk Board - Electronic City),Karnataka,Bengaluru Urban,Bengaluru,5,3.0,22.0,4.2,9.8,Very High,Moderate,Medium Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Mumbai Survey Corridor R-0451,Maharashtra,Mumbai Suburban,Mumbai,1,0.3,7.7,2.2,31.8,High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Thane-Belapur Road Link,Maharashtra,Thane,Navi Mumbai,8,4.5,32.0,5.5,9.0,High,Heavy,Medium Risk,IRC:82-2015 Specification Benchmark
Delhi NCR Survey Corridor R-0131,Delhi,South Delhi,Delhi NCR,3,5.5,31.4,5.0,32.7,High,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0486,Karnataka,Mysuru,Mysuru,22,16.4,128.0,11.7,23.4,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0455,Delhi,South Delhi,Delhi NCR,9,3.6,24.8,5.6,20.1,High,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0598,Telangana,Hyderabad,Hyderabad,32,7.0,62.9,13.1,25.9,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0973,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,2.8,0.4,11.3,High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0768,Andhra Pradesh,Visakhapatnam,Visakhapatnam,37,14.0,101.9,12.3,11.1,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-1097,Karnataka,Bengaluru Urban,Bengaluru,8,2.8,28.3,4.3,28.3,High,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0420,Andhra Pradesh,Visakhapatnam,Visakhapatnam,28,16.6,82.8,13.7,15.9,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0899,Delhi,South Delhi,Delhi NCR,9,5.6,13.3,4.3,16.8,Low,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-1126,Telangana,Hyderabad,Hyderabad,16,7.3,49.3,9.3,34.5,Low,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0223,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,6.1,2.0,10.3,Low,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-1173,Kerala,Ernakulam,Kochi,4,14.1,20.2,9.9,16.8,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0737,Karnataka,Bengaluru Urban,Bengaluru,4,4.1,25.1,3.6,6.7,High,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-1181,Karnataka,Bengaluru Urban,Bengaluru,5,3.4,33.1,3.3,19.3,High,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0165,Kerala,Ernakulam,Kochi,3,8.7,11.2,3.2,7.2,Very High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Seaport - Airport Road (Kalamassery - Kakkanad InfoPark),Kerala,Ernakulam,Kochi,6,3.5,26.0,4.5,11.6,High,Torrential,Medium Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Mysuru Survey Corridor R-0222,Karnataka,Mysuru,Mysuru,20,13.1,73.1,16.4,24.6,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-1147,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,3.3,2.6,7.6,Very High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0377,Karnataka,Bengaluru Urban,Bengaluru,8,3.5,32.5,3.6,13.1,High,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-1165,Tamil Nadu,Coimbatore,Coimbatore,2,0.4,0.4,2.3,29.1,Very High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0304,Tamil Nadu,Madurai,Madurai,34,6.5,67.2,10.6,20.3,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0169,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,8.1,2.4,15.5,High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Trichy - Thanjavur Arterial Corridor (Thiruverumbur Sector),Tamil Nadu,Tiruchirappalli,Trichy,5,2.8,20.0,3.8,11.8,High,Moderate,Medium Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Bengaluru Survey Corridor R-0689,Karnataka,Bengaluru Urban,Bengaluru,6,5.1,29.1,7.7,28.9,Medium,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0409,Tamil Nadu,Coimbatore,Coimbatore,2,1.3,4.8,2.5,10.7,Very High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-1017,Kerala,Ernakulam,Kochi,3,8.2,7.8,7.8,30.9,High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-1179,Tamil Nadu,Salem,Salem,3,16.0,17.9,5.2,31.8,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0627,Tamil Nadu,Salem,Salem,3,11.1,7.1,7.5,25.9,Medium,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0579,Tamil Nadu,Salem,Salem,5,15.4,8.2,8.4,14.9,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-1031,Delhi,South Delhi,Delhi NCR,7,2.6,31.1,6.1,20.7,High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0993,Kerala,Ernakulam,Kochi,3,14.5,17.5,5.2,32.9,Medium,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-1083,Tamil Nadu,Salem,Salem,3,8.2,17.2,4.5,19.1,High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0740,Maharashtra,Pune,Pune,1,0.1,71.5,8.1,5.4,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0100,Tamil Nadu,Madurai,Madurai,13,8.2,26.8,11.4,18.7,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0896,Maharashtra,Pune,Pune,3,1.7,95.7,7.6,16.1,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0761,Karnataka,Bengaluru Urban,Bengaluru,6,3.3,22.1,5.4,5.7,Very High,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-1010,Tamil Nadu,Chennai,Chennai,1,1.3,119.9,7.4,4.5,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0817,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,3.2,1.0,25.8,High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0853,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,7.9,2.2,4.8,Medium,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0092,Maharashtra,Pune,Pune,0,0.0,104.2,12.5,6.5,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-1114,Telangana,Hyderabad,Hyderabad,33,6.7,69.3,9.4,7.4,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0449,Karnataka,Bengaluru Urban,Bengaluru,9,3.0,23.5,6.1,17.6,High,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0997,Tamil Nadu,Coimbatore,Coimbatore,1,0.5,0.6,1.1,10.1,Very High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0043,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,6.0,2.6,8.8,Very High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0526,Telangana,Hyderabad,Hyderabad,31,6.8,35.3,8.4,21.2,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-1055,Delhi,South Delhi,Delhi NCR,3,5.4,18.1,6.3,14.8,Medium,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Vellore-Chittoor Inter-State Link,Tamil Nadu,Vellore,Vellore,18,9.0,68.0,10.0,10.0,High,Heavy,Critical Risk,IRC:82-2015 Specification Benchmark
Mumbai Survey Corridor R-0091,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,2.3,1.5,2.1,Low,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0343,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,6.8,2.3,21.8,Medium,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0147,Tamil Nadu,Salem,Salem,5,11.0,7.1,3.5,4.5,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-1132,Tamil Nadu,Madurai,Madurai,33,6.3,75.2,6.7,33.5,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Marudhamalai Road (Lawley Road Junction - Vadavalli),Tamil Nadu,Coimbatore,Coimbatore,9,5.0,33.0,6.8,7.1,Medium,Moderate,High Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Mysuru Survey Corridor R-0954,Karnataka,Mysuru,Mysuru,44,16.8,106.2,15.4,1.6,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0392,Maharashtra,Pune,Pune,1,2.1,61.7,10.2,28.9,Very High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0193,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,8.5,2.4,34.9,Very High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0836,Maharashtra,Pune,Pune,3,0.6,118.0,12.1,32.8,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-1042,Telangana,Hyderabad,Hyderabad,16,13.5,32.3,10.9,8.6,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0820,Tamil Nadu,Madurai,Madurai,18,12.0,53.8,8.1,24.6,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-1130,Tamil Nadu,Chennai,Chennai,0,0.0,36.3,9.0,4.1,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0563,Delhi,South Delhi,Delhi NCR,7,5.8,31.1,7.4,7.9,Medium,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0285,Kerala,Ernakulam,Kochi,2,14.7,32.0,5.5,9.1,Low,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-1023,Tamil Nadu,Salem,Salem,2,9.0,24.7,3.3,21.3,Very High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0202,Telangana,Hyderabad,Hyderabad,26,6.9,51.1,10.8,18.9,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0090,Karnataka,Mysuru,Mysuru,25,10.5,111.7,13.1,8.8,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0412,Tamil Nadu,Madurai,Madurai,13,12.9,54.3,10.1,15.6,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0580,Tamil Nadu,Madurai,Madurai,12,13.3,26.7,10.1,27.7,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-1189,Tamil Nadu,Coimbatore,Coimbatore,1,1.8,7.7,2.1,2.8,Very High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-1127,Delhi,South Delhi,Delhi NCR,4,3.6,24.0,4.4,13.6,High,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0490,Telangana,Hyderabad,Hyderabad,33,12.0,52.6,6.8,24.4,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0868,Tamil Nadu,Madurai,Madurai,21,12.9,66.4,11.4,2.1,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0428,Maharashtra,Pune,Pune,3,2.3,41.0,5.9,13.1,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-1076,Maharashtra,Pune,Pune,2,0.7,56.3,14.1,16.7,Medium,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0086,Tamil Nadu,Chennai,Chennai,3,2.9,82.3,8.5,2.5,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0342,Karnataka,Mysuru,Mysuru,32,9.8,137.2,13.9,6.1,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0894,Karnataka,Mysuru,Mysuru,41,10.3,83.8,10.7,32.0,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-1122,Karnataka,Mysuru,Mysuru,44,15.7,69.4,16.1,4.2,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0599,Delhi,South Delhi,Delhi NCR,3,4.1,34.7,4.0,5.3,Medium,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0403,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,0.2,2.9,5.3,Low,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0126,Karnataka,Mysuru,Mysuru,29,10.8,137.4,15.7,7.8,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0548,Maharashtra,Pune,Pune,3,1.9,61.9,14.0,18.1,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0083,Delhi,South Delhi,Delhi NCR,5,2.9,24.8,3.1,16.9,Medium,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0691,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,7.0,0.5,3.6,Low,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0921,Kerala,Ernakulam,Kochi,4,11.9,5.7,4.7,14.9,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0137,Karnataka,Bengaluru Urban,Bengaluru,4,4.4,35.6,6.1,5.0,Medium,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0823,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,2.6,2.3,1.8,Medium,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0219,Tamil Nadu,Salem,Salem,5,8.4,31.1,9.8,33.9,Very High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0233,Karnataka,Bengaluru Urban,Bengaluru,8,5.7,30.8,6.7,6.0,Very High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-1084,Tamil Nadu,Madurai,Madurai,25,12.6,58.1,6.3,8.0,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0340,Tamil Nadu,Madurai,Madurai,19,11.7,53.5,7.4,2.8,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0062,Tamil Nadu,Chennai,Chennai,2,0.1,107.7,12.7,17.1,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0142,Telangana,Hyderabad,Hyderabad,26,12.2,29.0,7.8,25.6,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0775,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,6.8,1.5,15.0,Medium,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0186,Karnataka,Mysuru,Mysuru,27,14.3,139.9,14.4,17.1,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-1137,Kerala,Ernakulam,Kochi,4,10.9,8.2,7.4,5.1,Very High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-1125,Kerala,Ernakulam,Kochi,4,13.3,19.8,9.5,1.5,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0324,Andhra Pradesh,Visakhapatnam,Visakhapatnam,27,17.0,136.4,16.3,11.7,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0794,Tamil Nadu,Chennai,Chennai,1,0.8,77.8,5.7,8.4,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0159,Tamil Nadu,Salem,Salem,4,8.8,15.0,3.5,26.6,Medium,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
